13 qid:1 1:10.716923
59 qid:1 1:10.702278
14 qid:1 1:10.485624
200 qid:1 1:10.478279
40 qid:1 1:10.216528
12 qid:1 1:10.172861
133 qid:1 1:9.766739
60 qid:1 1:9.08092
75 qid:1 1:8.922103
139 qid:1 1:8.562311
118 qid:1 1:8.541006
77 qid:1 1:7.918043
158 qid:1 1:7.8986173
66 qid:1 1:7.8668504
154 qid:1 1:7.510297
86 qid:1 1:7.451307
45 qid:1 1:7.3861666
138 qid:1 1:7.3463883
192 qid:1 1:7.315841
95 qid:1 1:7.2649302
153 qid:1 1:7.230991
36 qid:1 1:7.1989565
103 qid:1 1:6.8421526
51 qid:1 1:6.3771834
108 qid:1 1:6.259467
131 qid:1 1:6.257517
7 qid:1 1:6.0601053
25 qid:1 1:6.0231943
44 qid:1 1:5.9790306
2 qid:1 1:5.951524
48 qid:1 1:5.820041
43 qid:1 1:5.718503
46 qid:1 1:5.6475325
142 qid:1 1:5.5067954
117 qid:1 1:5.4546614
64 qid:1 1:5.3622785
26 qid:1 1:5.343533
98 qid:1 1:5.140713
20 qid:1 1:5.125453
11 qid:1 1:5.1024904
105 qid:1 1:5.0205603
148 qid:1 1:4.944666
197 qid:1 1:4.8212852
136 qid:1 1:4.661991
34 qid:1 1:4.639647
62 qid:1 1:4.636253
92 qid:1 1:4.48049
199 qid:1 1:4.471652
73 qid:1 1:4.4340014
88 qid:1 1:3.7917037
185 qid:1 1:3.7609234
63 qid:1 1:3.7116644
49 qid:1 1:3.5209684
106 qid:1 1:3.5113702
176 qid:1 1:3.4614131
184 qid:1 1:2.9070835
100 qid:1 1:2.8280396
91 qid:1 1:2.747377
160 qid:1 1:2.324718
30 qid:1 1:2.0307415
19 qid:1 1:1.8060743
68 qid:1 1:1.7824512
119 qid:1 1:1.6418924
121 qid:1 1:1.5561488
130 qid:1 1:1.4105197
96 qid:1 1:1.3680706
175 qid:1 1:1.2028953
24 qid:1 1:1.1490408
127 qid:1 1:1.0079862
132 qid:1 1:0.9568532
194 qid:1 1:0.7709554
38 qid:2 1:34.391525
27 qid:2 1:27.347282
47 qid:2 1:27.211542
4 qid:2 1:22.399994
17 qid:2 1:21.323376
71 qid:2 1:20.823427
81 qid:2 1:19.99723
69 qid:2 1:19.939291
196 qid:2 1:19.926172
161 qid:2 1:18.483
111 qid:2 1:18.165367
29 qid:2 1:17.89914
173 qid:2 1:17.832485
170 qid:2 1:16.54639
179 qid:2 1:16.116375
57 qid:2 1:15.417058
167 qid:2 1:14.969822
198 qid:2 1:14.857256
156 qid:2 1:14.702272
147 qid:2 1:14.510719
146 qid:2 1:14.311676
11 qid:2 1:13.973078
126 qid:2 1:13.292653
104 qid:2 1:12.422284
143 qid:2 1:12.40748
182 qid:2 1:12.301658
124 qid:2 1:11.769798
31 qid:2 1:11.740298
55 qid:2 1:11.518971
116 qid:2 1:11.489622
149 qid:2 1:10.81721
144 qid:2 1:10.72714
139 qid:2 1:10.388964
89 qid:2 1:10.349066
178 qid:2 1:10.331052
39 qid:2 1:10.203553
164 qid:2 1:10.143187
193 qid:2 1:9.940212
134 qid:2 1:9.776598
123 qid:2 1:9.550331
95 qid:2 1:9.509163
94 qid:2 1:9.3954525
159 qid:2 1:9.3122425
65 qid:2 1:9.279604
83 qid:2 1:9.266329
93 qid:2 1:9.208136
165 qid:2 1:9.139034
72 qid:2 1:8.962553
152 qid:2 1:8.881544
87 qid:2 1:8.78432
200 qid:2 1:8.705876
102 qid:2 1:8.53306
115 qid:2 1:8.420181
153 qid:2 1:8.416588
157 qid:2 1:8.394821
44 qid:2 1:8.3302765
35 qid:2 1:8.252155
82 qid:2 1:8.240955
78 qid:2 1:8.176375
190 qid:2 1:8.161531
43 qid:2 1:8.139381
191 qid:2 1:7.8817406
101 qid:2 1:7.762606
187 qid:2 1:7.7197685
56 qid:2 1:7.5895987
67 qid:2 1:7.4868383
172 qid:2 1:7.425237
171 qid:2 1:7.29777
145 qid:2 1:7.297079
1 qid:2 1:7.2614756
66 qid:2 1:6.7803683
8 qid:2 1:6.7599654
151 qid:2 1:6.5404515
169 qid:2 1:6.539378
22 qid:2 1:6.405422
28 qid:2 1:6.404925
181 qid:2 1:6.3678546
163 qid:2 1:6.1567054
21 qid:2 1:6.150342
166 qid:2 1:6.1391954
168 qid:2 1:6.10524
70 qid:2 1:6.100717
62 qid:2 1:6.0861287
23 qid:2 1:6.059705
33 qid:2 1:5.9407287
90 qid:2 1:5.658399
137 qid:2 1:5.630873
109 qid:2 1:5.6258426
50 qid:2 1:5.5684843
138 qid:2 1:5.5581827
25 qid:2 1:5.5398054
42 qid:2 1:5.499943
127 qid:2 1:5.406404
5 qid:2 1:5.346827
76 qid:2 1:5.2049546
150 qid:2 1:5.1732774
128 qid:2 1:5.138963
37 qid:2 1:5.064818
14 qid:2 1:5.003035
199 qid:2 1:4.8410473
154 qid:2 1:4.836422
15 qid:2 1:4.6797085
105 qid:2 1:4.6648183
140 qid:2 1:4.595274
100 qid:2 1:4.585728
97 qid:2 1:4.3861327
177 qid:2 1:4.3702064
45 qid:2 1:4.3434176
13 qid:2 1:4.279825
12 qid:2 1:4.2778935
18 qid:2 1:3.937513
142 qid:2 1:3.9098306
186 qid:2 1:3.8984013
160 qid:2 1:3.788607
74 qid:2 1:3.7475696
10 qid:2 1:3.4442582
180 qid:2 1:3.2591786
135 qid:2 1:3.219215
96 qid:2 1:3.169602
48 qid:2 1:3.161765
107 qid:2 1:3.1479316
136 qid:2 1:3.1145372
121 qid:2 1:3.1122975
120 qid:2 1:3.0360174
194 qid:2 1:3.030243
113 qid:2 1:2.9679465
117 qid:2 1:2.8545203
7 qid:2 1:2.6799064
155 qid:2 1:2.610127
158 qid:2 1:2.5949392
192 qid:2 1:2.5777411
106 qid:2 1:2.5244064
197 qid:2 1:2.5230632
26 qid:2 1:2.3090487
174 qid:2 1:2.2484784
59 qid:2 1:2.1435218
133 qid:2 1:1.9917831
176 qid:2 1:1.8867702
92 qid:2 1:1.7840753
68 qid:2 1:1.7824512
99 qid:2 1:1.7713385
46 qid:2 1:1.5180126
185 qid:2 1:1.4829631
84 qid:2 1:1.479985
98 qid:2 1:1.4482045
110 qid:2 1:1.3434284
125 qid:2 1:1.3434284
53 qid:2 1:1.1504433
80 qid:2 1:1.1504433
36 qid:2 1:1.1378698
189 qid:2 1:1.1201723
19 qid:2 1:1.0806533
63 qid:2 1:1.0806533
51 qid:2 1:1.070212
54 qid:2 1:1.0620735
64 qid:2 1:1.0502063
118 qid:2 1:0.97230214
2 qid:2 1:0.97230214
184 qid:2 1:0.9700976
112 qid:2 1:0.94994736
77 qid:2 1:0.89813584
73 qid:2 1:0.89128643
129 qid:2 1:0.8911296
52 qid:2 1:0.8911296
34 qid:2 1:0.8420383
119 qid:2 1:0.8134863
49 qid:2 1:0.8134863
20 qid:2 1:0.800258
40 qid:2 1:0.7876547
88 qid:2 1:0.742608
24 qid:2 1:0.68752146
188 qid:2 1:0.68651056
141 qid:2 1:0.6717142
108 qid:2 1:0.6063369
81 qid:3 1:26.699934
196 qid:3 1:23.970943
69 qid:3 1:22.05528
134 qid:3 1:19.288914
33 qid:3 1:17.571552
147 qid:3 1:16.088905
4 qid:3 1:15.510647
47 qid:3 1:14.952671
184 qid:3 1:14.813368
29 qid:3 1:14.7609
17 qid:3 1:14.663797
38 qid:3 1:14.268852
27 qid:3 1:14.257704
161 qid:3 1:13.649363
173 qid:3 1:13.286991
111 qid:3 1:12.995172
179 qid:3 1:12.564196
169 qid:3 1:12.406959
71 qid:3 1:12.244377
144 qid:3 1:11.119703
146 qid:3 1:11.115214
76 qid:3 1:11.018106
164 qid:3 1:10.920815
104 qid:3 1:10.637555
94 qid:3 1:9.999413
124 qid:3 1:9.930265
149 qid:3 1:9.75269
89 qid:3 1:9.715037
178 qid:3 1:8.804547
57 qid:3 1:8.617613
193 qid:3 1:8.477825
153 qid:3 1:8.388906
35 qid:3 1:8.3730755
65 qid:3 1:8.365272
167 qid:3 1:7.963651
115 qid:3 1:7.7852235
107 qid:3 1:7.682383
170 qid:3 1:7.667854
198 qid:3 1:7.379162
11 qid:3 1:7.3397346
156 qid:3 1:7.3254933
31 qid:3 1:7.2870545
70 qid:3 1:7.1360025
87 qid:3 1:6.9818106
82 qid:3 1:6.96805
182 qid:3 1:6.7704363
152 qid:3 1:6.6979895
192 qid:3 1:6.690365
165 qid:3 1:6.6070647
55 qid:3 1:6.4499345
44 qid:3 1:6.4419107
78 qid:3 1:6.406249
1 qid:3 1:6.3874707
155 qid:3 1:6.369896
8 qid:3 1:6.1789675
97 qid:3 1:6.103457
5 qid:3 1:6.082463
23 qid:3 1:6.059705
93 qid:3 1:5.9284854
42 qid:3 1:5.884907
54 qid:3 1:5.6785445
90 qid:3 1:5.658399
50 qid:3 1:5.5684843
190 qid:3 1:5.4036546
13 qid:3 1:5.325905
163 qid:3 1:5.191413
99 qid:3 1:5.1762257
126 qid:3 1:5.1450744
135 qid:3 1:5.0976343
36 qid:3 1:4.9898086
200 qid:3 1:4.9352965
132 qid:3 1:4.883876
18 qid:3 1:4.8619213
181 qid:3 1:4.782564
72 qid:3 1:4.6506577
172 qid:3 1:4.6307354
40 qid:3 1:4.559407
143 qid:3 1:4.525164
171 qid:3 1:4.500638
67 qid:3 1:4.48508
12 qid:3 1:4.438032
123 qid:3 1:4.3423758
145 qid:3 1:4.277178
157 qid:3 1:4.27452
110 qid:3 1:4.0733767
125 qid:3 1:4.0733767
21 qid:3 1:4.0733767
109 qid:3 1:3.9686453
150 qid:3 1:3.9261622
186 qid:3 1:3.8084502
159 qid:3 1:3.7976115
136 qid:3 1:3.7535748
66 qid:3 1:3.745138
26 qid:3 1:3.6651287
191 qid:3 1:3.661645
140 qid:3 1:3.6069326
151 qid:3 1:3.5770607
56 qid:3 1:3.5632598
53 qid:3 1:3.4882312
80 qid:3 1:3.4882312
16 qid:3 1:3.4793954
137 qid:3 1:3.4709604
117 qid:3 1:3.4402084
174 qid:3 1:3.3042269
19 qid:3 1:3.2766228
63 qid:3 1:3.2766228
74 qid:3 1:3.2040832
64 qid:3 1:3.1843052
101 qid:3 1:3.1128776
15 qid:3 1:3.0993748
41 qid:3 1:3.07051
37 qid:3 1:3.0646796
51 qid:3 1:3.042277
197 qid:3 1:3.0407434
168 qid:3 1:3.0279634
61 qid:3 1:3.0114765
73 qid:3 1:2.981198
118 qid:3 1:2.9480937
2 qid:3 1:2.9480937
25 qid:3 1:2.9301872
112 qid:3 1:2.8803124
128 qid:3 1:2.871188
187 qid:3 1:2.8427162
175 qid:3 1:2.7548466
10 qid:3 1:2.7092798
188 qid:3 1:2.6826544
95 qid:3 1:2.5712101
138 qid:3 1:2.549542
177 qid:3 1:2.5409076
166 qid:3 1:2.473864
45 qid:3 1:2.471879
119 qid:3 1:2.466552
52 qid:3 1:2.4325948
20 qid:3 1:2.4264429
199 qid:3 1:2.3702106
113 qid:3 1:2.3644433
102 qid:3 1:2.3531144
28 qid:3 1:2.3127418
34 qid:3 1:2.298586
120 qid:3 1:2.2749162
88 qid:3 1:2.2516437
39 qid:3 1:2.2404313
49 qid:3 1:2.220645
92 qid:3 1:2.1501303
24 qid:3 1:2.0846171
148 qid:3 1:2.0844712
141 qid:3 1:2.0366883
108 qid:3 1:1.8384594
129 qid:3 1:1.7822592
22 qid:3 1:1.7429633
59 qid:3 1:1.6857415
48 qid:3 1:1.6269726
139 qid:3 1:1.620814
75 qid:3 1:1.5348899
14 qid:3 1:1.3921211
160 qid:3 1:1.262869
96 qid:3 1:1.217069
133 qid:3 1:1.1755501
158 qid:3 1:1.0652183
189 qid:3 1:1.0235033
7 qid:3 1:0.96837103
142 qid:3 1:0.9366891
46 qid:3 1:0.8925125
105 qid:3 1:0.89096904
154 qid:3 1:0.86974716
86 qid:3 1:0.8438652
84 qid:3 1:0.7633048
98 qid:3 1:0.6797817
43 qid:3 1:0.5972218
143 qid:4 1:36.007095
104 qid:4 1:26.965843
29 qid:4 1:25.466747
170 qid:4 1:24.584913
146 qid:4 1:24.457296
33 qid:4 1:23.523249
153 qid:4 1:22.010801
196 qid:4 1:20.586718
48 qid:4 1:19.341398
115 qid:4 1:19.334902
149 qid:4 1:18.925598
27 qid:4 1:18.052973
167 qid:4 1:17.641735
161 qid:4 1:17.621367
83 qid:4 1:17.363995
69 qid:4 1:16.97088
81 qid:4 1:16.965172
25 qid:4 1:16.726814
156 qid:4 1:16.228037
179 qid:4 1:14.817814
173 qid:4 1:14.138887
144 qid:4 1:14.095665
164 qid:4 1:14.013609
38 qid:4 1:13.87721
124 qid:4 1:13.608965
172 qid:4 1:13.311322
116 qid:4 1:13.19022
93 qid:4 1:12.858292
193 qid:4 1:12.610073
87 qid:4 1:12.600693
35 qid:4 1:12.170098
192 qid:4 1:11.703297
150 qid:4 1:11.557517
28 qid:4 1:11.541793
44 qid:4 1:11.225135
57 qid:4 1:10.941181
194 qid:4 1:10.923317
169 qid:4 1:10.447213
1 qid:4 1:10.34182
178 qid:4 1:10.331052
135 qid:4 1:10.208475
4 qid:4 1:10.151667
17 qid:4 1:10.053228
198 qid:4 1:9.990877
50 qid:4 1:9.788111
94 qid:4 1:9.76731
140 qid:4 1:9.338633
6 qid:4 1:9.052912
67 qid:4 1:8.858428
54 qid:4 1:8.669708
70 qid:4 1:8.505456
145 qid:4 1:8.221271
97 qid:4 1:8.068656
71 qid:4 1:7.948981
163 qid:4 1:7.714185
111 qid:4 1:7.4749537
147 qid:4 1:7.4610167
31 qid:4 1:7.450366
200 qid:4 1:7.3379006
5 qid:4 1:7.330199
18 qid:4 1:7.2371407
159 qid:4 1:7.2242107
112 qid:4 1:7.040976
42 qid:4 1:6.822144
65 qid:4 1:6.7776914
151 qid:4 1:6.733297
154 qid:4 1:6.716445
186 qid:4 1:6.6660085
174 qid:4 1:6.5147047
78 qid:4 1:6.406249
8 qid:4 1:6.2573533
23 qid:4 1:6.059705
82 qid:4 1:6.0496883
105 qid:4 1:6.0218315
177 qid:4 1:5.9669924
109 qid:4 1:5.6672845
59 qid:4 1:5.634468
181 qid:4 1:5.5764084
22 qid:4 1:5.5434747
157 qid:4 1:5.5356603
134 qid:4 1:5.2228684
137 qid:4 1:5.167966
45 qid:4 1:5.1266866
101 qid:4 1:5.0746536
189 qid:4 1:5.0731244
190 qid:4 1:5.067931
171 qid:4 1:4.9987764
176 qid:4 1:4.909615
138 qid:4 1:4.900789
55 qid:4 1:4.80707
90 qid:4 1:4.7629538
3 qid:4 1:4.7176857
89 qid:4 1:4.5227857
126 qid:4 1:4.5005302
53 qid:4 1:4.483133
72 qid:4 1:4.438594
102 qid:4 1:4.430405
43 qid:4 1:4.37816
123 qid:4 1:4.3423758
155 qid:4 1:4.3407745
84 qid:4 1:4.3298483
12 qid:4 1:4.318369
73 qid:4 1:4.3101053
66 qid:4 1:4.2574697
168 qid:4 1:4.186206
36 qid:4 1:4.0079384
182 qid:4 1:4.0048256
191 qid:4 1:3.8967464
127 qid:4 1:3.8897686
188 qid:4 1:3.8877592
187 qid:4 1:3.7550814
108 qid:4 1:3.6803203
39 qid:4 1:3.5705402
185 qid:4 1:3.5281286
7 qid:4 1:3.5153453
142 qid:4 1:3.4770327
158 qid:4 1:3.4376144
122 qid:4 1:3.430998
75 qid:4 1:3.4099975
47 qid:4 1:3.4099863
152 qid:4 1:3.4019318
96 qid:4 1:3.3212762
37 qid:4 1:3.2449393
61 qid:4 1:3.1647198
120 qid:4 1:3.1369226
56 qid:4 1:3.096399
128 qid:4 1:3.0107896
86 qid:4 1:2.9503856
195 qid:4 1:2.9090378
13 qid:4 1:2.7520921
130 qid:4 1:2.6555762
14 qid:4 1:2.6187642
139 qid:4 1:2.5600348
165 qid:4 1:2.533889
166 qid:4 1:2.473864
52 qid:4 1:2.455513
114 qid:4 1:2.4260821
95 qid:4 1:2.3164947
121 qid:4 1:2.2758667
9 qid:4 1:2.2316709
85 qid:4 1:2.1765113
30 qid:4 1:2.0849648
99 qid:4 1:1.9859517
141 qid:4 1:1.9388657
88 qid:4 1:1.8788685
132 qid:4 1:1.8008921
199 qid:4 1:1.7951902
77 qid:4 1:1.5442252
103 qid:4 1:1.4941797
74 qid:4 1:1.4751799
160 qid:4 1:1.4451768
79 qid:4 1:1.3765465
91 qid:4 1:1.3600905
133 qid:4 1:1.3521469
106 qid:4 1:1.305299
180 qid:4 1:1.0863928
148 qid:4 1:1.0387863
129 qid:4 1:0.9197132
10 qid:4 1:0.8779347
92 qid:4 1:0.8773797
11 qid:4 1:0.85393226
183 qid:4 1:0.50655544
60 qid:4 1:0.48668268
184 qid:4 1:0.4693392
81 qid:5 1:60.22126
29 qid:5 1:51.533634
161 qid:5 1:47.76961
69 qid:5 1:47.306
104 qid:5 1:37.323246
4 qid:5 1:35.941376
196 qid:5 1:35.34297
146 qid:5 1:33.246746
93 qid:5 1:32.44312
17 qid:5 1:31.527119
164 qid:5 1:30.340677
33 qid:5 1:29.234844
65 qid:5 1:27.646044
94 qid:5 1:27.514141
147 qid:5 1:27.023254
27 qid:5 1:26.68065
165 qid:5 1:26.63584
167 qid:5 1:26.173439
152 qid:5 1:25.613934
90 qid:5 1:25.444794
124 qid:5 1:25.437513
57 qid:5 1:24.665043
149 qid:5 1:24.570597
156 qid:5 1:24.399641
126 qid:5 1:23.63481
178 qid:5 1:23.53787
38 qid:5 1:23.439539
153 qid:5 1:22.794893
134 qid:5 1:22.404993
173 qid:5 1:22.259258
193 qid:5 1:21.84638
197 qid:5 1:21.82003
115 qid:5 1:21.779354
47 qid:5 1:21.49219
111 qid:5 1:21.423077
28 qid:5 1:21.270166
71 qid:5 1:21.129532
42 qid:5 1:20.723356
12 qid:5 1:20.5701
181 qid:5 1:20.077505
159 qid:5 1:19.887547
54 qid:5 1:19.682083
78 qid:5 1:19.555874
144 qid:5 1:19.494226
194 qid:5 1:19.27895
198 qid:5 1:19.234367
72 qid:5 1:18.63829
123 qid:5 1:18.631456
89 qid:5 1:18.473663
1 qid:5 1:18.413315
166 qid:5 1:17.75911
179 qid:5 1:17.642899
44 qid:5 1:17.495543
55 qid:5 1:17.464184
182 qid:5 1:17.243616
136 qid:5 1:17.215212
169 qid:5 1:17.118158
199 qid:5 1:16.884712
56 qid:5 1:16.876314
35 qid:5 1:16.856184
190 qid:5 1:16.768614
135 qid:5 1:16.296288
116 qid:5 1:16.29113
140 qid:5 1:16.15222
83 qid:5 1:15.95383
171 qid:5 1:15.867457
117 qid:5 1:15.778003
154 qid:5 1:15.187041
23 qid:5 1:15.1492605
48 qid:5 1:14.994704
137 qid:5 1:14.654691
107 qid:5 1:14.4426155
18 qid:5 1:14.433505
5 qid:5 1:14.260581
155 qid:5 1:14.145573
6 qid:5 1:13.923758
50 qid:5 1:13.92121
177 qid:5 1:13.866603
22 qid:5 1:13.725477
67 qid:5 1:13.666112
102 qid:5 1:13.589975
70 qid:5 1:13.459504
51 qid:5 1:13.23357
157 qid:5 1:13.118169
82 qid:5 1:12.963878
170 qid:5 1:12.928891
87 qid:5 1:12.922205
31 qid:5 1:12.787239
151 qid:5 1:12.782983
92 qid:5 1:12.658812
43 qid:5 1:12.60224
8 qid:5 1:12.112392
66 qid:5 1:12.015909
26 qid:5 1:11.948355
172 qid:5 1:11.831376
13 qid:5 1:11.758723
143 qid:5 1:11.757492
139 qid:5 1:11.69782
53 qid:5 1:11.518915
14 qid:5 1:11.188386
15 qid:5 1:11.16086
150 qid:5 1:11.051532
138 qid:5 1:11.016791
110 qid:5 1:10.83361
125 qid:5 1:10.83361
21 qid:5 1:10.83361
52 qid:5 1:10.610559
128 qid:5 1:10.587144
24 qid:5 1:10.580458
97 qid:5 1:10.453487
40 qid:5 1:10.388328
189 qid:5 1:9.981368
174 qid:5 1:9.760012
121 qid:5 1:9.4578085
20 qid:5 1:9.289832
80 qid:5 1:9.277349
98 qid:5 1:9.156933
76 qid:5 1:8.982755
160 qid:5 1:8.944202
158 qid:5 1:8.770041
36 qid:5 1:8.744953
19 qid:5 1:8.714552
63 qid:5 1:8.714552
64 qid:5 1:8.469023
185 qid:5 1:8.404841
145 qid:5 1:8.379484
99 qid:5 1:8.375651
168 qid:5 1:8.205816
191 qid:5 1:8.153742
49 qid:5 1:8.107075
109 qid:5 1:8.083845
188 qid:5 1:8.052391
118 qid:5 1:7.8407907
2 qid:5 1:7.8407907
101 qid:5 1:7.7821937
163 qid:5 1:7.742537
112 qid:5 1:7.6605186
130 qid:5 1:7.6404963
34 qid:5 1:7.5913553
96 qid:5 1:7.5111475
141 qid:5 1:7.372856
106 qid:5 1:7.2066274
25 qid:5 1:6.934607
186 qid:5 1:6.846976
39 qid:5 1:6.5984297
119 qid:5 1:6.5600767
120 qid:5 1:6.364537
129 qid:5 1:6.2664905
16 qid:5 1:6.2577124
88 qid:5 1:5.9885035
108 qid:5 1:5.724975
41 qid:5 1:5.7085595
75 qid:5 1:5.7061276
7 qid:5 1:5.59781
95 qid:5 1:5.556855
183 qid:5 1:5.3517137
105 qid:5 1:5.1823416
200 qid:5 1:5.0189433
45 qid:5 1:4.9981775
187 qid:5 1:4.985628
37 qid:5 1:4.697054
103 qid:5 1:4.3774557
175 qid:5 1:4.152788
84 qid:5 1:3.9649744
184 qid:5 1:3.6363797
11 qid:5 1:3.3005104
192 qid:5 1:3.1469347
133 qid:5 1:2.8692622
142 qid:5 1:2.5575187
122 qid:5 1:2.2935126
59 qid:5 1:2.168683
62 qid:5 1:2.0703719
60 qid:5 1:2.0571826
74 qid:5 1:1.9005128
176 qid:5 1:1.8867702
46 qid:5 1:1.8841081
61 qid:5 1:1.7670487
10 qid:5 1:1.7439768
73 qid:5 1:1.6532258
77 qid:5 1:1.6336627
68 qid:5 1:1.5722592
148 qid:5 1:1.1160041
100 qid:5 1:1.0805663
113 qid:5 1:1.0805663
86 qid:5 1:0.8438652
153 qid:6 1:20.209337
29 qid:6 1:19.189522
104 qid:6 1:18.516079
28 qid:6 1:17.449831
33 qid:6 1:17.080828
146 qid:6 1:16.950357
161 qid:6 1:16.003088
167 qid:6 1:14.263458
115 qid:6 1:13.554548
156 qid:6 1:13.23877
44 qid:6 1:12.619543
149 qid:6 1:12.4217615
81 qid:6 1:11.48584
88 qid:6 1:10.25823
43 qid:6 1:9.99864
94 qid:6 1:9.844665
172 qid:6 1:9.62829
164 qid:6 1:9.374084
69 qid:6 1:9.200873
93 qid:6 1:8.538533
27 qid:6 1:8.413325
70 qid:6 1:7.864516
116 qid:6 1:7.60082
47 qid:6 1:7.4789257
11 qid:6 1:7.458322
144 qid:6 1:7.359964
191 qid:6 1:7.303516
196 qid:6 1:7.143839
83 qid:6 1:7.143717
38 qid:6 1:7.0052853
42 qid:6 1:6.3253784
147 qid:6 1:6.315229
129 qid:6 1:6.1352606
185 qid:6 1:6.091984
163 qid:6 1:6.0343194
67 qid:6 1:5.8435354
82 qid:6 1:5.8175483
151 qid:6 1:5.7664213
89 qid:6 1:5.733215
179 qid:6 1:5.523472
158 qid:6 1:5.519817
13 qid:6 1:5.3046265
35 qid:6 1:5.303798
186 qid:6 1:5.260108
75 qid:6 1:5.1573
137 qid:6 1:5.0749555
87 qid:6 1:5.041389
102 qid:6 1:4.9993052
139 qid:6 1:4.9153433
72 qid:6 1:4.856335
157 qid:6 1:4.8438125
57 qid:6 1:4.8401227
123 qid:6 1:4.792156
174 qid:6 1:4.65018
84 qid:6 1:4.5021706
22 qid:6 1:4.4661875
98 qid:6 1:4.4533644
159 qid:6 1:4.4198785
178 qid:6 1:4.4022737
126 qid:6 1:4.3575296
192 qid:6 1:4.2940364
20 qid:6 1:4.019653
140 qid:6 1:3.938597
71 qid:6 1:3.8677454
152 qid:6 1:3.7169132
14 qid:6 1:3.6475315
18 qid:6 1:3.647356
55 qid:6 1:3.5858634
97 qid:6 1:3.4492142
90 qid:6 1:3.4043646
8 qid:6 1:3.3841522
4 qid:6 1:3.3774014
68 qid:6 1:3.3547103
181 qid:6 1:3.3407059
193 qid:6 1:3.2985146
120 qid:6 1:3.2504942
78 qid:6 1:3.2031245
198 qid:6 1:3.116003
189 qid:6 1:3.0545416
23 qid:6 1:3.0298524
31 qid:6 1:3.021337
173 qid:6 1:2.9907558
142 qid:6 1:2.9839437
200 qid:6 1:2.9839437
150 qid:6 1:2.8757582
168 qid:6 1:2.8677225
39 qid:6 1:2.8320653
77 qid:6 1:2.8145635
170 qid:6 1:2.805877
109 qid:6 1:2.8023427
50 qid:6 1:2.7842422
65 qid:6 1:2.7819092
62 qid:6 1:2.6462135
1 qid:6 1:2.610816
188 qid:6 1:2.5862517
187 qid:6 1:2.5823615
17 qid:6 1:2.570374
131 qid:6 1:2.5458524
